Name,Chromosome,Region,Identifier,wtN_vs_wtO - Max group means,wtN_vs_wtO - Fold change,wtN_vs_wtO - Log fold change,wtN_vs_wtO - P-value,wtN_vs_wtO - FDR p-value,wtN_vs_wtO - Bonferroni,WT5_N - Total counts,WT5_N - RPKM,WT5_N - TPM,WT5_N - CPM,WT6_N - Total counts,WT6_N - RPKM,WT6_N - TPM,WT6_N - CPM,WT7_N - Total counts,WT7_N - RPKM,WT7_N - TPM,WT7_N - CPM,WT8_N - Total counts,WT8_N - RPKM,WT8_N - TPM,WT8_N - CPM,Wt11N - Total counts,Wt11N - RPKM,Wt11N - TPM,Wt11N - CPM,Wt13N - Total counts,Wt13N - RPKM,Wt13N - TPM,Wt13N - CPM,Wt14N - Total counts,Wt14N - RPKM,Wt14N - TPM,Wt14N - CPM,Wt17N - Total counts,Wt17N - RPKM,Wt17N - TPM,Wt17N - CPM,Wt19N - Total counts,Wt19N - RPKM,Wt19N - TPM,Wt19N - CPM,Wt20N - Total counts,Wt20N - RPKM,Wt20N - TPM,Wt20N - CPM,Wt0O - Total counts,Wt0O - RPKM,Wt0O - TPM,Wt0O - CPM,WT1_O - Total counts,WT1_O - RPKM,WT1_O - TPM,WT1_O - CPM,WT2_O - Total counts,WT2_O - RPKM,WT2_O - TPM,WT2_O - CPM,WT3_O - Total counts,WT3_O - RPKM,WT3_O - TPM,WT3_O - CPM,WT4_O - Total counts,WT4_O - RPKM,WT4_O - TPM,WT4_O - CPM
lrp,NC_000913,932595..933089,949051,1177.194972,-1.17453996,-0.232095797,0.16660811,0.286471438,1,2521,1129.134694,621.0066222,606.5633861,2427,923.0064,526.8131361,460.3676253,2506,1187.152821,681.6600278,604.6157049,2661,1088.008732,599.3354848,554.9276314,1643,831.305136,452.535923,469.8045578,1553,787.2102573,437.6497832,454.3151648,1763,873.5716255,491.2983797,488.5841853,1294,733.828069,413.4527718,413.3947686,1650,820.0893012,457.0378575,452.311742,1672,752.9229012,407.5916576,491.5393624,2376,1190.98484,761.9365608,610.9057529,2784,1184.367699,766.1817495,592.329112,3070,1141.205022,743.0292706,570.5991067,3778,1173.127005,764.3635883,571.4082702,3503,1196.290293,779.7799172,590.8568939
ftsK,NC_000913,933224..937213,945102,109.2032161,1.012515368,0.017943805,0.904192365,0.942208351,1,1995,110.8531681,60.96752836,480.0055356,2262,106.723446,60.91324318,429.0694555,1820,106.9619356,61.41726213,439.1063779,2159,109.5147086,60.32676856,450.2400437,1610,101.0604155,55.01405733,460.3684347,1449,91.12131473,50.65892278,423.8909684,1499,92.14677562,51.82352566,415.421267,1393,98.00392356,55.21728529,445.0223436,1546,95.32767365,53.12635547,423.8023958,1615,90.22337397,48.84204544,474.7823387,1798,111.8102936,71.53101172,462.2931581,2074,109.4607398,70.81147278,441.2681675,2229,102.7939774,66.92831924,414.2884068,2934,113.0252539,73.64282664,443.7564491,2571,108.9258158,71.00129805,433.6548884
lolA,NC_000913,937372..937983,948989,158.2839566,1.22112919,0.288215839,0.067567445,0.141506797,1,457,165.5552216,91.05281196,109.9561553,531,163.3364957,93.22558496,100.7232011,424,162.4595311,93.28383555,102.29731,505,167.0062257,91.9962812,105.3132108,391,160.0123246,87.10559077,111.8037627,345,141.4464853,78.63721673,100.926421,378,151.4927271,85.19980409,104.7559966,337,154.5765894,87.09140745,107.6615433,407,163.6158557,91.18353334,111.5702297,421,153.3381102,83.00894343,123.7667892,412,167.0362725,106.8620177,105.9314689,330,113.5494514,73.45650964,70.21142491,452,135.8993909,88.48298365,84.01003135,590,148.1797531,96.54812085,89.23527777,549,151.6430681,98.84575658,92.60075214
rarA,NC_000913,937994..939337,945505,41.62687004,-1.001858362,-0.002678562,0.981604514,0.987991441,1,236,38.93057689,21.41121532,56.78260973,275,38.51887195,21.98494803,52.16361638,259,45.18884658,25.94731688,62.48821531,275,41.41199285,22.81201987,57.34877814,206,38.38804992,20.89722636,58.90428419,200,37.33835792,20.7582715,58.50807017,197,35.95161161,20.21925623,54.59505644,156,32.58296274,18.3578645,49.83739095,216,39.54001988,22.03575385,59.21171895,176,29.18991511,15.80183823,51.74098552,238,43.9382428,28.10963875,61.19342137,246,38.54414007,24.9346691,52.33942584,290,39.70353966,25.85065045,53.90024135,393,44.94501804,29.28441263,59.43976977,326,41.0034096,26.72732157,54.98696757
serS,NC_000913,939428..940720,945506,472.5334581,1.031402694,0.044607719,0.764952035,0.848559553,1,2636,451.9860033,248.5853128,634.2328781,3375,491.3776367,280.4576369,640.1898374,2255,408.9580698,234.8226482,544.0576275,2807,439.3762653,242.0327882,585.3746191,2037,394.5668578,214.7895754,582.4661499,2322,450.5968777,250.5094719,679.2786946,2254,427.5695737,240.4659591,624.656128,2060,447.2330991,251.9796834,658.109137,2368,450.5734258,251.1057185,649.1358818,2566,442.3617424,239.4706756,754.3600502,2436,467.459247,299.0586269,626.3326658,2859,465.6269973,301.2197206,608.286254,3397,483.4232343,314.7529201,631.3762754,4022,478.1143941,311.5206048,608.3123512,3580,468.0434177,305.0855297,603.8446132
dmsA,NC_000913,940959..943403,945508,5.10308253,-1.029347893,-0.041730658,0.82497653,0.889184445,1,42,3.808452401,2.094589931,10.1053797,86,6.621550914,3.779302075,16.31298549,45,4.315830813,2.478138703,10.85702583,57,4.718334186,2.599119863,11.88683765,54,5.531501004,3.011172196,15.44092886,40,4.104928674,2.282136351,11.70161403,38,3.812028501,2.143892237,10.53102611,35,4.018411639,2.264049987,11.18146592,40,4.024978165,2.243130589,10.96513314,44,4.011374837,2.171540959,12.93524638,46,4.668140989,2.986458913,11.82729993,52,4.478648746,2.897291892,11.06361847,72,5.418563043,3.527982149,13.38212889,84,5.280666007,3.440675052,12.70468361,82,5.669393862,3.695490554,13.83107773
dmsB,NC_000913,943414..944031,945507,6.105703601,1.305145539,0.384210693,0.150487995,0.264948645,1,14,5.022473636,2.762282838,3.368459899,31,9.443073146,5.389708,5.880262211,24,9.106542686,5.228952863,5.790413774,17,5.567409312,3.066837481,3.545197194,10,4.052654907,2.206135689,2.859431271,14,5.684130603,3.160094146,4.095564912,16,6.350134346,3.571327895,4.434116259,11,4.996540963,2.815146759,3.514175003,10,3.981016025,2.218630376,2.741283285,19,6.853060387,3.709875525,5.585674573,13,5.219391492,3.339123278,3.342497806,11,3.748234318,2.424777988,2.34038083,24,7.145839612,4.652597817,4.460709629,25,6.217843845,4.051303409,3.781155838,13,3.555957137,2.317885533,2.192731836
dmsC,NC_000913,944033..944896,945502,11.34343451,1.162876491,0.217697876,0.175382145,0.298016782,1,44,11.29060046,6.209655666,10.58658825,56,12.20153358,6.96412091,10.62240915,42,11.39898833,6.545269122,10.1332241,55,12.88373111,7.097072848,11.46975563,30,8.696321987,4.733999499,8.578293813,45,13.06842527,7.265395024,13.16431579,39,11.07139308,6.226572984,10.80815838,35,11.37154683,6.406947012,11.18146592,40,11.39012918,6.347748022,10.96513314,39,10.06167528,5.446845754,11.46533202,34,9.764053957,6.246586388,8.741917339,49,11.94276427,7.725918249,10.42533279,44,9.370643843,6.101149684,8.177967653,64,11.38556295,7.418386687,9.679758944,57,11.1522566,7.269394211,9.614285741
ycaC,NC_000913,complement(944931..945557),945512,366.3054936,2.092755748,1.06540394,4.93546E-11,6.9189E-10,2.21405E-07,1015,358.9026017,197.3908813,244.2133427,1400,420.3399128,239.9122993,265.5602289,1372,513.1180966,294.6310617,331.0186541,1465,472.8928951,260.4956047,305.5125817,850,339.5310403,184.8298369,243.051658,807,322.9464251,179.5421637,236.0800631,608,237.8413955,133.762463,168.4964178,854,382.345138,215.4205648,272.8277684,803,315.086942,175.5987558,220.1250478,844,300.0504888,162.4310748,248.1215442,541,214.0891808,136.9642741,139.0993318,520,174.6458722,112.9805211,110.6361847,621,182.2445531,118.6579403,115.4208617,779,190.9669422,124.4265767,117.8208159,731,197.0840491,128.4656278,123.2989978
ycaD,NC_000913,945871..947019,945515,49.4765461,-1.111236062,-0.152165324,0.320508676,0.465760259,1,258,49.7826238,27.37967331,62.07590385,386,63.24226432,36.09601797,73.21874882,175,35.71484593,20.50737062,42.2217671,232,40.86586175,22.5111806,48.38151465,102,22.23352086,12.10321752,29.16619897,149,32.53799044,18.08950573,43.58851227,178,37.99718117,21.36968852,49.32954338,118,28.82884351,16.24272191,37.69751367,236,50.53291777,28.16212386,64.69428552,217,42.09777455,22.78945385,63.79428328,197,42.54134275,27.21596723,50.65169752,260,47.65141943,30.82627796,55.31809235,306,49.0040411,31.90613098,56.87404777,415,55.51576714,36.17189853,62.76718691,358,52.67016006,34.33207919,60.38446132
ycaM,NC_000913,947229..948659,945518,3.103129662,1.520052537,0.604121188,0.044098344,0.101292969,1,22,3.408483156,1.874613031,5.293294127,33,4.341246449,2.477800432,6.259633966,40,6.55467433,3.763676764,9.650689624,24,3.394410117,1.869829142,5.004984274,9,1.575182851,0.857479154,2.573488144,14,2.45478177,1.364736675,4.095564912,11,1.885404144,1.060354954,3.048454928,11,2.157835301,1.215765686,3.514175003,17,2.92275013,1.628856096,4.660181584,15,2.336528368,1.264869841,4.409743084,7,1.213733677,0.776490206,1.799806511,14,2.060207313,1.332772959,2.978666511,20,2.571703285,1.674415008,3.717258024,21,2.255630396,1.469680381,3.176170904,25,2.953262257,1.925029914,4.216791992
ycaN,NC_000913,complement(948660..949568),945523,18.0192043,1.759383286,0.815069812,4.73614E-05,0.000261011,0.21246315,85,20.7316156,11.40206801,20.45136367,81,16.7749514,9.574434972,15.3645561,81,20.89545809,11.99811709,19.54264649,114,25.38245783,13.98206395,23.7736753,69,19.0113653,10.3491791,19.73007577,65,17.94212842,9.974931782,19.0151228,59,15.91987063,8.95336618,16.3508037,40,12.35268453,6.959738763,12.77881819,69,18.67530092,10.4077928,18.91485466,51,12.50621025,6.770184517,14.99312649,44,12.01029817,7.683628685,11.3130695,50,11.58320236,7.493313315,10.63809468,69,13.96740432,9.094062895,12.82454018,57,9.638273588,6.279921403,8.62103531,52,9.67032568,6.303424683,8.770927343
ycaK,NC_000913,949668..950258,945520,9.092572061,1.206541683,0.270877758,0.215092023,0.347032337,1,23,8.628165369,4.745357537,5.533898405,23,7.32622901,4.181502621,4.362775189,26,10.31612577,5.923492287,6.272948255,32,10.95860322,6.036605756,6.673312366,20,8.475603155,4.613847227,5.718862542,27,11.46306542,6.372894722,7.898589472,27,11.20540839,6.30194345,7.482571187,19,9.024670664,5.084672089,6.069938642,18,7.493201737,4.175980424,4.934309912,16,6.034647886,3.266831346,4.703725956,21,8.816512142,5.640393323,5.399419533,24,8.551578434,5.532119231,5.106285448,17,5.292878664,3.446150075,3.159669321,42,10.92320507,7.117132405,6.352341807,26,7.436824064,4.847557561,4.385463671
pflA,NC_000913,complement(950340..951080),945517,158.0639019,1.857861899,0.893643266,3.43059E-14,6.57676E-13,1.53896E-10,600,179.5193006,98.73283945,144.3625671,688,174.7874978,99.76133413,130.5038839,526,166.4555566,95.57834285,126.9065685,617,168.5231861,92.83190702,128.6698041,480,162.2374563,88.31688133,137.252701,381,129.0123408,71.72445031,111.4578737,487,161.1989316,90.65859239,134.9634136,381,144.3351174,81.3211662,121.7182433,465,154.3892814,86.04153998,127.4696727,466,140.1803505,75.88604536,136.9960185,280,93.75724114,59.98151064,71.99226044,312,88.66636587,57.3593415,66.38171082,384,95.35500956,62.08486804,71.37135406,468,97.07690517,63.25150754,70.78323728,414,94.44604438,61.56292426,69.83007538
pflB,NC_000913,complement(951272..953554),945514,2718.520736,2.746275671,1.457476451,0,0,0,28421,2760.015673,1517.965943,6838.214199,29171,2405.390219,1372.895318,5533.32674,37205,3821.432197,2194.256318,8976.347686,36333,3220.980181,1774.294325,7576.920568,23506,2578.700589,1403.762109,6721.379146,19905,2187.664694,1216.232855,5823.015683,20718,2225.836825,1251.814955,5741.626291,21996,2704.599987,1523.82337,7027.072125,22809,2458.004845,1369.852364,6252.593044,28909,2822.582148,1527.993019,8498.750854,10589,1150.837574,736.2522122,2722.593021,12264,1131.224371,731.8026894,2609.311864,13587,1095.085835,713.0014448,2525.319239,14632,985.1130185,641.8610421,2213.034889,14767,1093.422493,712.7274261,2490.774694
focA,NC_000913,complement(953609..954466),945513,252.6537561,2.005111229,1.003682269,1.13006E-06,8.60684E-06,0.005069431,1087,280.8797057,154.4794949,261.5368507,992,217.6529307,124.2271159,188.1683907,1679,458.8747589,263.4846798,405.0876969,1655,390.3942527,215.0507821,345.1353739,891,260.0869222,141.5830004,254.7753263,554,162.0119183,90.07057552,162.0673544,585,167.2322312,94.05173179,162.1223757,690,225.7496289,127.1916594,220.4346138,663,190.1116107,105.9496852,181.7470818,668,173.5436021,93.9471018,196.3805587,495,143.1472164,91.57891356,127.2720318,527,129.3438697,83.67410933,112.125518,601,128.8895424,83.91892852,111.7036036,731,130.9538788,85.32441611,110.5609967,779,153.4800069,100.0431315,131.3952385
ycaO,NC_000913,complement(954872..956632),945509,66.64182797,-1.947419885,-0.961563978,4.14946E-12,6.48588E-11,1.86145E-08,214,26.94216692,14.81777521,51.4893156,306,32.71163152,18.67042004,58.0438786,251,33.42297673,19.19138534,60.55807739,264,30.34151599,16.71378791,55.05482702,186,26.45341148,14.40039098,53.18542164,165,23.50980764,13.07028475,48.26915789,244,33.98457759,19.11299248,67.62027295,175,27.8961285,15.71721243,55.9073296,287,40.09635936,22.34580326,78.67483027,268,33.92304831,18.36410006,78.78740977,449,63.26332023,40.47292209,115.4447319,605,72.3466692,46.80193289,128.7209457,653,68.23140637,44.4249115,121.3684745,753,65.72398648,42.82317426,113.8884138,663,63.64375755,41.48501773,111.8293236
ycaP,NC_000913,956762..957454,945525,37.03451287,1.338170544,0.420261992,0.032064776,0.078457258,1,123,39.35047526,21.64215292,29.59432626,130,35.31427159,20.15589725,24.65916411,196,66.32138663,38.0815658,47.28837916,178,51.98517053,28.63631188,37.12030003,108,39.03180362,21.24766528,30.88185773,76,27.51723832,15.29821706,22.23306666,65,23.00549212,12.93833347,18.0135973,102,41.31732338,23.27897037,32.58598639,73,25.91624198,14.44318771,20.01136798,64,20.58572525,11.14399611,18.81490383,76,27.21105335,17.40836298,19.5407564,82,24.91742389,16.11938205,17.44647528,123,32.65896178,21.26398331,22.86113685,144,31.93872205,20.8100198,21.77945762,139,33.90651904,22.10134344,23.44536347
serC,NC_000913,957653..958741,945527,1570.067914,-1.201756605,-0.265144733,0.098270122,0.190270194,1,6777,1379.709679,758.8189893,1630.575195,7443,1286.649555,734.3653167,1411.831988,5172,1113.682505,639.4735659,1247.834168,6093,1132.389943,623.7831145,1270.640383,4633,1065.522242,580.0362229,1324.774508,5212,1200.883879,667.6317596,1524.720309,5033,1133.575515,637.5250722,1394.806696,4185,1078.779847,607.8052023,1336.983853,5301,1197.601484,667.4263589,1453.154269,5937,1215.230335,657.8598498,1745.376313,6978,1589.893674,1017.13983,1794.149976,8753,1692.589223,1094.956383,1862.304855,9034,1526.450425,993.8594064,1679.08545,10877,1535.216135,1000.286678,1645.105282,9703,1506.190111,981.782438,1636.621308
aroA,NC_000913,958812..960095,945528,403.9206533,-1.408600016,-0.494262004,0.000776778,0.003216485,1,1561,269.5355069,148.240361,375.5832787,1643,240.8866182,137.4879251,311.6538972,1387,253.3040877,145.4465411,334.6376627,1657,261.1861778,143.8758163,345.5524559,1335,260.4020154,141.754527,381.7340747,1247,243.6833841,135.4758519,364.7978175,1269,242.4085893,136.3310617,351.6808458,1210,264.5364912,149.0449195,386.5592503,1423,272.6605317,151.9544092,390.0846114,1602,278.1102022,150.5537926,470.9605614,2207,426.4835706,272.8443,567.4532814,2344,384.4280832,248.6911637,498.7138787,2714,388.933469,253.2314056,504.4319139,3454,413.4715069,269.4018324,522.4044905,3086,406.2866369,264.8305031,520.5208035
ycaL,NC_000913,960264..961028,945534,11.17772736,1.054855085,0.077044816,0.669790522,0.781049899,1,37,10.72305156,5.897512547,8.902358304,46,11.31974208,6.4608315,8.725550377,43,13.18067894,7.568311186,10.37449135,47,12.43452294,6.849624105,9.801427537,36,11.78607403,6.415961673,10.29395258,29,9.511763648,5.288067908,8.483670174,34,10.90106396,6.130779554,9.42249705,30,11.0084218,6.202355427,9.584113645,26,8.361694835,4.659993842,7.12733654,25,7.284470793,3.94341774,7.349571807,30,9.730268303,6.224971902,7.713456475,51,14.03884126,9.081895738,10.85085658,45,10.82384529,7.047317282,8.363830554,51,10.24700666,6.676548018,7.713557909,50,11.04867527,7.201876618,8.433583983
cmk,NC_000913,961201..961884,945535,419.8938219,1.032027473,0.045481377,0.767929283,0.851230729,1,1077,349.0902399,191.994234,259.1308079,1697,467.0526877,266.5739816,321.8969346,989,339.0556227,194.684847,238.6133009,1248,369.2760901,203.4177282,260.2591823,849,310.870626,169.2280242,242.7657149,1060,388.8429695,216.1773677,310.0927719,1225,439.2698471,247.0462156,339.4870261,872,357.8702736,201.630958,278.5782366,1402,504.2829826,281.0381914,384.3279165,1200,391.0610636,211.6992682,352.7794467,1240,449.8115259,287.7684379,318.8228677,1244,382.9894414,247.760489,264.6757957,1601,430.6909319,280.4193486,297.5665048,1889,424.4867451,276.57893,285.7041351,1665,411.4904651,268.2225233,280.8383466
rpsA,NC_000913,961995..963668,945536,3952.664932,-1.382546174,-0.467327664,0.001147136,0.004545981,1,15902,2106.077753,1158.310198,3826.089237,23896,2687.261258,1533.775422,4532.733735,16143,2261.307141,1298.436614,3894.777065,18714,2262.57965,1246.354217,3902.636488,15808,2365.100352,1287.484973,4520.188953,18128,2717.183235,1510.61885,5303.17148,18921,2772.298806,1559.146236,5243.619608,15325,2569.864776,1447.910975,4895.88472,21296,3129.86053,1744.27925,5837.836883,21370,2845.56494,1540.434657,6282.41398,28360,4203.545658,2689.232485,7291.787521,28283,3557.89021,2301.642089,6017.544638,35679,3921.820548,2553.465332,6631.402452,43138,3960.890441,2580.761007,6524.460021,40791,4119.177806,2685.01061,6880.286485
ihfB,NC_000913,963828..964112,945533,1661.110285,-1.008068263,-0.011593336,0.94675702,0.96657988,1,1960,1524.71726,838.5709164,471.5843859,2420,1598.49264,912.3522011,459.0398242,2282,1877.593362,1078.109171,550.571843,2634,1870.525426,1030.389031,549.2970241,1636,1437.694259,782.6347634,467.802956,1399,1231.678447,684.7520094,409.2639508,1534,1320.17622,742.4696712,425.1208963,1465,1442.972342,812.9982206,468.0242163,1712,1477.887246,823.6303286,469.3076983,1561,1220.892641,660.9251152,458.9072636,1868,1626.286317,1040.422146,480.2912232,2120,1566.43913,1013.348367,451.0552146,2768,1787.111804,1163.573902,514.4685105,3097,1670.262085,1088.277327,468.4095852,2791,1655.452091,1079.076126,470.762658
ycaI,NC_000913,964320..966584,945531,7.959913103,1.154980634,0.207868661,0.25248186,0.38908747,1,81,7.928570964,4.360591432,19.48894656,112,9.308719659,5.313024695,21.24481831,91,9.421150618,5.40959991,21.95531889,105,9.382396839,5.16834396,21.8968062,67,7.408575235,4.032991361,19.15818952,63,6.97905837,3.880009634,18.4300421,76,8.229942328,4.628535557,21.06205223,58,7.188280725,4.050014868,18.52928638,65,7.060371467,3.934763012,17.81834135,68,6.692064824,3.622721251,19.99083531,69,7.558678622,4.835690094,17.74094989,88,8.181576365,5.29276043,18.72304664,105,8.530050265,5.55384607,19.51560463,99,6.718236153,4.377339429,14.97337712,100,7.463343559,4.864843808,16.86716797
msbA,NC_000913,966621..968369,945530,125.7539794,-1.097932289,-0.134789084,0.382181669,0.530138208,1,681,86.32476556,47.47728623,163.8515137,1052,113.2311884,64.62758812,199.5495434,669,89.69475941,51.50249499,161.407784,814,94.19488075,51.88775868,169.7523833,610,87.35104898,47.55111675,174.4253075,830,119.072856,66.19859068,242.8084912,754,105.7384506,59.46751008,208.9577287,700,112.3501024,63.3001969,223.6293184,807,113.5183647,63.26407394,221.2215611,865,110.2416566,59.67885887,254.2951845,824,116.8967396,74.78508268,211.8629379,1034,124.4953848,80.53756598,219.995798,1257,132.2439966,86.10298628,233.6296668,1535,134.8984153,87.89452151,232.1629684,1244,120.2353608,78.37321786,209.8275695
lpxK,NC_000913,968366..969352,945526,44.36588224,-1.25844676,-0.331644183,0.007526607,0.023334043,1,124,27.85368358,15.31909527,29.83493053,162,30.8985427,17.63558539,30.7291122,149,35.39972406,20.32642847,35.94881885,152,31.16873241,17.16946455,31.69823374,118,29.94283753,16.29992289,33.741289,133,33.81107474,18.79727734,38.90786666,133,33.05109818,18.58800184,36.8585914,117,33.27621727,18.74845736,37.37804322,145,36.14375339,20.14300588,39.74860763,139,31.39186228,16.99385311,40.86361925,155,38.96543614,24.92826894,39.85285846,207,44.16474379,28.57070544,44.04171199,247,46.04794974,29.98144404,45.9081366,320,49.83346703,32.46953444,48.39879472,250,42.81781449,27.91000817,42.16791992
ycaQ,NC_000913,969389..970621,945524,12.46532676,1.197624219,0.260175302,0.101991129,0.195777581,1,73,13.12616589,7.219188273,17.56411233,88,13.43568244,7.668521044,16.69235724,57,10.84033092,6.224489509,13.75223271,90,14.77311702,8.137851282,18.76869103,62,12.59379768,6.855660588,17.72847388,51,10.37842824,5.769890355,14.91955789,58,11.53762244,6.488781279,16.07367144,48,10.92806836,6.15708276,15.33458183,73,14.56606301,8.117704039,20.01136798,69,12.47399159,6.752743079,20.28481819,60,12.07405556,7.724417689,15.42691295,70,11.95521762,7.733974472,14.89333256,59,8.804798727,5.73273255,10.96591117,103,12.83992318,8.365990826,15.57836205,87,11.92773045,7.774872641,14.67443613
